@relation iots-weka.filters.unsupervised.instance.RemoveWithValues-S100.0-C11-Lfirst-last-V-weka.filters.unsupervised.instance.RemoveWithValues-S100.0-C12-Lfirst-last-V-weka.filters.unsupervised.attribute.Remove-R1-8-weka.filters.unsupervised.attribute.NumericToNominal-R1-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.Remove-R10-14

@attribute decision {0,1}
@attribute comfort numeric
@attribute useful numeric
@attribute risk numeric
@attribute appropriate numeric
@attribute expected numeric
@attribute default numeric
@attribute framing numeric
@attribute ask.reason numeric
@attribute whof {assis,tv,hvac,wash,secu,refr,light,alarm}
@attribute purposef {preshouse,lochouse,opauto,alert}
@attribute collectionf {remrecoshr,remshr,remserv,remoptishr,reminsi,remreco,locopti,reminsishr,locinsi,remopti,locally,locreco}
@attribute whatf {coalarm,locsens,colight,coassis,cohvac,cowash,micro,cotv,watch,corefri,cam,cosecu}
@attribute cstore {share,remserv,locally}
@attribute caction {reco,nothing,opti,insight}

@data
1,0,0,-1,-1,-1,2,1,0,light,lochouse,locally,colight,locally,nothing
0,-2,-1,0,1,-1,2,1,1,wash,lochouse,remserv,watch,remserv,nothing
0,-1,0,-1,-1,-1,2,1,0,assis,preshouse,reminsishr,corefri,share,insight
0,0,1,-2,-1,-1,2,1,1,assis,opauto,locopti,coassis,locally,opti
1,1,1,1,0,-1,1,2,0,tv,opauto,remserv,cowash,remserv,nothing
1,1,2,1,1,1,1,2,0,alarm,opauto,locally,locsens,locally,nothing
1,0,-1,1,0,-1,1,2,0,wash,alert,remopti,cosecu,remserv,opti
1,-1,1,-1,-1,-1,1,2,0,secu,lochouse,reminsishr,coassis,share,insight
1,0,0,1,0,-1,1,2,1,light,preshouse,reminsi,corefri,remserv,insight
1,2,2,2,2,2,1,2,0,secu,alert,locopti,cam,locally,opti
1,1,1,1,1,-1,1,2,1,refr,preshouse,locinsi,micro,locally,insight
1,-1,-1,-1,-1,-1,1,2,0,refr,opauto,remrecoshr,cotv,share,reco
1,1,1,1,1,0,1,2,0,hvac,lochouse,locreco,watch,locally,reco
1,-2,-2,-2,-2,-2,1,2,1,hvac,alert,remshr,coalarm,share,nothing
1,0,0,0,0,0,1,2,0,assis,lochouse,remreco,cohvac,remserv,reco
0,-2,-2,-2,-2,-1,1,2,1,alarm,preshouse,remoptishr,colight,share,opti
0,-3,-3,-3,-3,-3,0,2,1,tv,lochouse,reminsi,colight,remserv,insight
1,2,3,0,3,3,0,2,0,alarm,opauto,remreco,coassis,remserv,reco
1,3,3,3,3,3,0,2,0,hvac,opauto,reminsishr,locsens,share,insight
0,0,-3,0,0,-3,0,2,1,wash,lochouse,locinsi,corefri,locally,insight
0,0,-1,3,1,0,0,2,1,refr,lochouse,remoptishr,coalarm,share,opti
1,3,3,3,3,3,0,2,0,light,opauto,locreco,cohvac,locally,reco
1,3,3,-1,-3,-3,0,2,1,light,preshouse,remshr,micro,share,nothing
1,-1,0,-2,-2,1,0,2,0,secu,alert,remserv,cotv,remserv,nothing
0,-1,-2,-3,-2,0,0,2,0,assis,preshouse,remopti,cowash,remserv,opti
0,0,3,2,3,3,0,2,0,hvac,preshouse,locopti,cosecu,locally,opti
0,-3,-3,-3,-3,-3,0,2,0,wash,alert,remrecoshr,cam,share,reco
1,2,3,2,3,3,0,2,0,refr,alert,locally,watch,locally,nothing
0,-1,-1,0,0,1,1,1,1,tv,alert,locinsi,locsens,locally,insight
0,-2,-1,-2,0,-2,1,1,0,assis,preshouse,reminsishr,cowash,share,insight
0,-1,-1,-1,-1,-1,1,1,0,alarm,preshouse,locreco,cam,locally,reco
1,0,1,1,1,0,1,1,0,light,lochouse,locally,cotv,locally,nothing
0,-1,-3,0,-1,-3,1,1,0,wash,lochouse,remserv,corefri,remserv,nothing
0,-3,0,-2,-2,1,1,1,1,alarm,opauto,remshr,coassis,share,nothing
1,0,1,0,2,1,1,1,0,secu,opauto,remopti,micro,remserv,opti
1,1,1,1,2,2,1,1,1,refr,alert,reminsi,watch,remserv,insight
1,-1,1,-1,0,2,1,1,1,light,alert,remoptishr,cohvac,share,opti
0,-2,-1,-1,0,1,1,1,0,tv,lochouse,remrecoshr,colight,share,reco
1,1,1,2,2,2,1,1,0,assis,opauto,locopti,coalarm,locally,opti
0,0,-2,0,0,1,1,1,0,hvac,preshouse,remreco,cosecu,remserv,reco
1,2,3,3,2,2,0,0,0,refr,lochouse,locopti,cohvac,locally,opti
1,3,3,3,3,3,0,0,0,secu,preshouse,locally,corefri,locally,nothing
1,3,3,3,3,3,0,0,0,wash,alert,locreco,colight,locally,reco
1,3,3,3,3,3,0,0,0,refr,alert,reminsishr,micro,share,insight
1,3,3,3,3,3,0,0,1,hvac,opauto,locinsi,cowash,locally,insight
1,3,3,3,3,3,0,0,0,light,lochouse,remopti,coassis,remserv,opti
1,3,3,3,3,3,0,0,1,wash,lochouse,remshr,cosecu,share,nothing
1,3,3,3,3,3,0,0,1,assis,opauto,reminsi,cotv,remserv,insight
1,3,3,3,3,3,0,0,0,hvac,preshouse,remrecoshr,watch,share,reco
1,3,3,3,3,3,0,0,0,tv,alert,remreco,coalarm,remserv,reco
1,3,3,3,3,3,0,0,0,alarm,preshouse,remserv,locsens,remserv,nothing
1,3,3,3,3,3,0,0,1,secu,opauto,remoptishr,cam,share,opti
1,1,-1,1,1,-2,0,0,0,refr,lochouse,remopti,coassis,remserv,opti
0,-2,-2,-2,-2,-2,0,0,0,tv,alert,reminsishr,micro,share,insight
0,-2,0,-3,-3,-3,0,0,1,assis,opauto,remoptishr,cam,share,opti
1,1,1,2,2,0,0,0,1,hvac,opauto,reminsi,cotv,remserv,insight
1,2,2,2,1,-1,0,0,0,assis,preshouse,locally,corefri,locally,nothing
1,2,2,1,1,1,0,0,0,secu,alert,locreco,colight,locally,reco
0,-1,1,-2,1,1,0,0,0,alarm,preshouse,remrecoshr,watch,share,reco
1,1,1,1,2,1,0,0,0,tv,lochouse,locopti,cohvac,locally,opti
1,1,1,2,1,-1,0,0,0,wash,alert,remreco,coalarm,remserv,reco
0,-1,2,-1,1,1,0,0,0,light,preshouse,remserv,locsens,remserv,nothing
0,-3,0,-2,-2,-2,0,0,1,secu,lochouse,remshr,cosecu,share,nothing
1,1,2,1,1,1,0,0,1,alarm,opauto,locinsi,cowash,locally,insight
0,-2,-2,-2,-2,-2,1,0,0,refr,alert,reminsishr,watch,share,insight
0,-2,-2,-1,-2,2,1,0,1,secu,opauto,remoptishr,micro,share,opti
1,2,2,2,2,2,1,0,1,assis,opauto,reminsi,coalarm,remserv,insight
1,1,2,2,2,2,1,0,0,alarm,preshouse,remserv,cam,remserv,nothing
1,3,3,3,3,3,1,0,0,secu,preshouse,locally,cohvac,locally,nothing
0,2,-3,2,0,0,1,0,1,wash,lochouse,remshr,corefri,share,nothing
1,2,2,2,2,2,1,0,0,wash,alert,locreco,coassis,locally,reco
1,0,0,0,0,0,1,0,0,refr,lochouse,locopti,cowash,locally,opti
1,2,0,0,0,0,1,0,0,tv,alert,remreco,locsens,remserv,reco
0,-2,2,-2,-2,0,1,0,0,hvac,preshouse,remrecoshr,cosecu,share,reco
1,2,2,2,0,0,1,0,0,light,lochouse,remopti,cotv,remserv,opti
1,3,3,3,3,3,1,0,1,hvac,opauto,locinsi,colight,locally,insight
0,-2,-3,-2,-2,-2,1,2,0,tv,alert,locally,locsens,locally,nothing
0,-2,-2,-2,-2,-2,1,2,0,refr,opauto,locreco,watch,locally,reco
0,-2,-2,-2,-2,-2,1,2,1,tv,lochouse,remoptishr,colight,share,opti
0,-2,-2,-2,-2,-2,1,2,1,refr,preshouse,remshr,coalarm,share,nothing
0,-2,-2,-2,-2,-2,1,2,0,secu,alert,remrecoshr,cotv,share,reco
0,-2,-2,-2,-2,-2,1,2,0,assis,alert,remserv,cowash,remserv,nothing
0,-2,-2,-2,-2,-2,1,2,1,wash,lochouse,reminsi,corefri,remserv,insight
1,-2,0,0,0,2,1,2,1,secu,lochouse,locinsi,micro,locally,insight
0,-2,-2,-2,-2,-2,1,2,0,light,opauto,remreco,cohvac,remserv,reco
0,-2,-2,-2,-2,-2,1,2,0,alarm,opauto,reminsishr,coassis,share,insight
0,-2,-2,-2,-2,0,1,2,0,hvac,preshouse,remopti,cosecu,remserv,opti
0,-2,-2,-2,-2,-2,1,2,0,alarm,preshouse,locopti,cam,locally,opti
0,-1,0,0,0,-1,0,1,0,light,preshouse,locinsi,cohvac,locally,insight
0,-1,-1,0,0,-1,0,1,1,assis,lochouse,locreco,cowash,locally,reco
0,-3,1,-3,-2,-3,0,1,0,light,opauto,remrecoshr,micro,share,reco
1,1,2,1,1,1,0,1,0,tv,alert,remopti,colight,remserv,opti
0,-1,-1,-1,0,0,0,1,1,secu,lochouse,remreco,cotv,remserv,reco
0,0,1,0,0,-1,0,1,0,alarm,preshouse,reminsi,coassis,remserv,insight
1,2,2,2,2,1,0,1,0,refr,opauto,remserv,coalarm,remserv,nothing
0,-3,-1,-3,-3,-2,0,1,1,wash,lochouse,reminsishr,cam,share,insight
0,-1,1,0,0,0,0,1,0,hvac,preshouse,remoptishr,locsens,share,opti
1,2,0,2,2,0,0,1,0,wash,alert,locopti,corefri,locally,opti
1,0,2,1,2,0,0,1,1,hvac,opauto,locally,cosecu,locally,nothing
0,-2,1,-1,-2,-1,0,1,0,assis,alert,remshr,watch,share,nothing
1,3,3,3,3,3,0,0,0,tv,preshouse,remserv,cotv,remserv,nothing
0,-3,-3,-3,-3,-3,0,0,1,hvac,lochouse,remshr,micro,share,nothing
0,-3,-3,0,0,-2,0,0,0,refr,preshouse,remrecoshr,cam,share,reco
0,3,-3,3,0,0,0,0,0,assis,alert,remreco,coassis,remserv,reco
1,3,3,3,3,3,0,0,1,light,opauto,reminsi,colight,remserv,insight
1,3,3,2,1,2,0,0,0,alarm,preshouse,locally,watch,locally,nothing
1,3,3,3,3,3,0,0,1,alarm,opauto,remoptishr,coalarm,share,opti
1,3,3,3,3,3,0,0,1,refr,opauto,locinsi,corefri,locally,insight
0,1,1,3,2,3,0,0,0,hvac,alert,locreco,cohvac,locally,reco
1,1,2,-1,1,3,0,0,0,wash,lochouse,remopti,cowash,remserv,opti
1,1,2,0,3,3,0,0,0,secu,alert,reminsishr,locsens,share,insight
1,3,3,3,3,3,0,0,0,secu,lochouse,locopti,cosecu,locally,opti
1,1,1,1,2,1,0,2,1,secu,opauto,remreco,locsens,remserv,reco
1,3,2,2,1,2,0,2,1,assis,opauto,locreco,coassis,locally,reco
1,1,1,2,1,2,0,2,0,light,alert,remrecoshr,cosecu,share,reco
1,2,3,1,2,2,0,2,0,refr,alert,remserv,cam,remserv,nothing
1,1,2,1,1,2,0,2,1,hvac,alert,locally,cohvac,locally,nothing
0,-2,-1,-1,-1,-1,0,2,0,tv,preshouse,remopti,cotv,remserv,opti
1,2,1,2,2,1,0,2,0,light,lochouse,locinsi,colight,locally,insight
0,-2,-1,-1,-1,-1,0,2,1,wash,opauto,reminsishr,watch,share,insight
1,2,-3,0,-1,-2,0,2,0,assis,preshouse,remshr,corefri,share,nothing
1,1,1,2,2,1,0,2,0,wash,preshouse,locopti,cowash,locally,opti
1,1,2,1,1,2,0,2,0,hvac,lochouse,remoptishr,micro,share,opti
1,3,2,2,3,3,0,2,0,alarm,lochouse,reminsi,coalarm,remserv,insight
1,3,0,3,3,1,2,1,0,hvac,alert,locinsi,corefri,locally,insight
1,3,2,2,2,0,2,1,0,refr,opauto,locopti,cosecu,locally,opti
0,0,0,0,0,-2,2,1,0,wash,opauto,remshr,micro,share,nothing
1,2,2,2,2,0,2,1,1,secu,lochouse,locally,watch,locally,nothing
0,0,-3,0,-3,-3,2,1,0,light,opauto,remopti,cowash,remserv,opti
1,0,2,1,3,1,2,1,0,hvac,lochouse,remrecoshr,cam,share,reco
0,0,-3,0,-3,-3,2,1,1,refr,preshouse,reminsishr,locsens,share,insight
0,0,-3,0,0,-2,2,1,1,wash,preshouse,locreco,cohvac,locally,reco
1,2,2,1,3,2,2,1,1,tv,preshouse,remreco,coassis,remserv,reco
1,0,0,0,0,0,2,1,0,secu,alert,remoptishr,coalarm,share,opti
0,0,-3,0,0,-3,2,1,0,alarm,lochouse,remserv,cotv,remserv,nothing
0,0,-2,1,0,-3,2,1,0,assis,alert,reminsi,colight,remserv,insight
1,0,-1,2,0,-2,2,2,1,wash,alert,remserv,coassis,remserv,nothing
0,-2,-3,1,-2,-2,2,2,0,light,alert,locally,micro,locally,nothing
0,-3,-2,-2,-3,-3,2,2,0,refr,lochouse,reminsi,cowash,remserv,insight
0,-2,0,0,-2,-2,2,2,1,assis,preshouse,locopti,watch,locally,opti
0,-3,-3,-2,-3,-3,2,2,0,alarm,preshouse,remshr,cam,share,nothing
0,0,-3,2,0,-3,2,2,0,alarm,opauto,locreco,corefri,locally,reco
0,-1,-3,0,-1,0,2,2,0,tv,lochouse,locinsi,cosecu,locally,insight
0,0,-1,-1,-1,-2,2,2,1,secu,preshouse,remopti,cohvac,remserv,opti
0,-2,1,-2,-2,1,2,2,1,tv,alert,remrecoshr,locsens,share,reco
0,-2,1,-2,-2,1,2,2,0,assis,opauto,reminsishr,coalarm,share,insight
0,0,-2,2,1,0,2,2,0,hvac,opauto,remreco,colight,remserv,reco
0,-3,-2,-2,-2,-1,2,2,0,light,lochouse,remoptishr,cotv,share,opti
1,2,0,2,1,-2,2,1,0,wash,preshouse,locinsi,colight,locally,insight
0,0,-3,0,0,-2,2,1,1,hvac,alert,locopti,cowash,locally,opti
0,0,-2,0,0,1,2,1,1,assis,alert,remopti,cotv,remserv,opti
0,-2,-1,-1,0,-1,2,1,0,refr,preshouse,remoptishr,micro,share,opti
0,0,-1,0,0,0,2,1,0,hvac,lochouse,reminsishr,watch,share,insight
1,2,1,2,2,2,2,1,0,refr,opauto,locally,cohvac,locally,nothing
0,0,-3,0,-1,-3,2,1,1,wash,opauto,remrecoshr,cosecu,share,reco
1,1,1,3,2,2,2,1,0,light,lochouse,locreco,coassis,locally,reco
1,3,3,3,3,3,2,1,0,alarm,lochouse,remreco,locsens,remserv,reco
1,3,3,3,3,3,2,1,0,light,alert,remshr,corefri,share,nothing
1,3,3,3,3,3,2,1,1,secu,opauto,remserv,cam,remserv,nothing
0,2,-1,3,3,3,2,1,0,tv,preshouse,reminsi,coalarm,remserv,insight
1,2,2,3,2,0,2,0,1,refr,alert,reminsishr,colight,share,insight
1,2,2,2,3,2,2,0,0,assis,opauto,reminsi,cosecu,remserv,insight
1,2,2,2,3,1,2,0,0,light,lochouse,remopti,watch,remserv,opti
1,1,3,2,3,2,2,0,0,secu,opauto,remoptishr,cowash,share,opti
0,0,-3,0,-2,-3,2,0,1,tv,alert,remreco,corefri,remserv,reco
1,3,3,3,3,3,2,0,0,hvac,opauto,locinsi,cam,locally,insight
0,0,0,0,-3,-3,2,0,1,wash,alert,locreco,micro,locally,reco
0,0,-3,0,-3,-3,2,0,0,wash,lochouse,remshr,cotv,share,nothing
1,3,3,3,3,3,2,0,1,secu,preshouse,locally,coalarm,locally,nothing
1,3,3,3,3,2,2,0,0,alarm,preshouse,remserv,cohvac,remserv,nothing
0,0,-2,0,-2,-3,2,0,0,refr,lochouse,locopti,locsens,locally,opti
1,1,3,2,3,3,2,0,0,hvac,preshouse,remrecoshr,coassis,share,reco
0,-3,-3,0,-2,-2,1,1,0,wash,preshouse,reminsishr,coalarm,share,insight
1,0,1,1,1,0,1,1,0,secu,preshouse,remreco,colight,remserv,reco
0,-3,-3,-2,-2,3,1,1,1,assis,opauto,remshr,cam,share,nothing
0,-2,-2,-2,-2,-2,1,1,0,light,lochouse,remrecoshr,locsens,share,reco
1,-1,1,0,1,1,1,1,1,light,alert,locinsi,cosecu,locally,insight
1,2,2,0,0,-1,1,1,0,tv,opauto,remopti,cohvac,remserv,opti
1,-1,0,0,0,-1,1,1,1,hvac,alert,remoptishr,cotv,share,opti
0,-1,-2,2,-1,-3,1,1,0,refr,lochouse,remserv,coassis,remserv,nothing
0,0,-2,0,0,-2,1,1,0,wash,opauto,locopti,watch,locally,opti
1,-1,0,-1,0,1,1,1,0,hvac,lochouse,locally,micro,locally,nothing
1,-1,0,0,0,0,1,1,1,alarm,alert,reminsi,cowash,remserv,insight
0,-1,0,0,0,-2,1,1,0,assis,preshouse,locreco,corefri,locally,reco
1,0,-2,2,1,-1,1,2,1,light,alert,remserv,cosecu,remserv,nothing
0,-2,-3,0,-1,-2,1,2,0,hvac,lochouse,reminsi,micro,remserv,insight
0,-2,-3,0,-2,-3,1,2,0,assis,lochouse,remoptishr,corefri,share,opti
0,-2,-3,-2,-3,-3,1,2,0,tv,opauto,reminsishr,cohvac,share,insight
0,-2,-3,-1,-3,-2,1,2,0,wash,opauto,remreco,watch,remserv,reco
1,-1,0,-1,-1,-1,1,2,1,refr,preshouse,remopti,cam,remserv,opti
1,0,-2,0,-1,-1,1,2,1,tv,preshouse,locopti,cotv,locally,opti
1,0,-3,0,0,-2,1,2,0,alarm,lochouse,locinsi,coalarm,locally,insight
0,-3,-3,-1,-3,-3,1,2,1,alarm,alert,remrecoshr,cowash,share,reco
0,-3,-3,-3,-3,-3,1,2,0,secu,preshouse,remshr,colight,share,nothing
0,-2,-3,-1,-3,-3,1,2,0,secu,opauto,locreco,locsens,locally,reco
1,0,-1,0,0,1,1,2,0,assis,alert,locally,coassis,locally,nothing
0,-2,-2,-1,-1,-3,1,1,1,assis,lochouse,remserv,colight,remserv,nothing
0,0,0,0,0,-1,1,1,0,refr,preshouse,locreco,cosecu,locally,reco
0,-2,-2,0,-2,-3,1,1,0,tv,lochouse,locally,cam,locally,nothing
0,-3,-3,-3,-3,-3,1,1,1,secu,lochouse,remrecoshr,coalarm,share,reco
0,-3,-2,-2,-3,-3,1,1,0,alarm,preshouse,reminsishr,cotv,share,insight
1,1,2,2,1,0,1,1,1,alarm,opauto,locopti,micro,locally,opti
1,1,2,1,2,2,1,1,0,secu,alert,locinsi,watch,locally,insight
0,-2,-2,-2,-3,-3,1,1,0,light,preshouse,remreco,cowash,remserv,reco
0,-1,0,-1,-1,-1,1,1,0,refr,opauto,remshr,locsens,share,nothing
1,0,-1,0,-2,-3,1,1,1,hvac,opauto,remopti,corefri,remserv,opti
0,0,-2,0,-2,-3,1,1,0,wash,alert,reminsi,cohvac,remserv,insight
0,-2,-2,-2,-1,0,1,1,0,tv,alert,remoptishr,coassis,share,opti
1,-2,2,0,0,0,2,2,0,tv,lochouse,locinsi,coalarm,locally,insight
0,-3,-3,-3,-3,-3,2,2,0,light,lochouse,remoptishr,corefri,share,opti
1,3,3,3,3,3,2,2,0,assis,preshouse,locopti,cotv,locally,opti
0,-3,-3,-3,-3,-3,2,2,0,secu,preshouse,remopti,cam,remserv,opti
0,3,3,3,3,3,2,2,0,wash,alert,remserv,cosecu,remserv,nothing
0,1,1,-2,1,1,2,2,1,assis,opauto,reminsishr,cohvac,share,insight
1,-1,1,1,1,1,2,2,1,hvac,opauto,remreco,watch,remserv,reco
1,2,2,2,2,2,2,2,1,light,alert,locally,coassis,locally,nothing
0,-3,-3,-3,-3,-3,2,2,0,refr,lochouse,reminsi,micro,remserv,insight
1,-3,1,3,1,-3,2,2,1,alarm,opauto,locreco,locsens,locally,reco
0,-3,-3,-3,-3,-3,2,2,0,tv,alert,remrecoshr,cowash,share,reco
0,-3,-3,-3,-3,-3,2,2,0,alarm,preshouse,remshr,colight,share,nothing
0,-1,-3,1,-2,-2,2,2,0,refr,preshouse,remopti,cowash,remserv,opti
0,2,2,1,3,3,2,2,1,assis,alert,locally,watch,locally,nothing
0,-3,-3,-3,-3,2,2,2,1,tv,opauto,reminsishr,locsens,share,insight
1,2,3,0,2,2,2,2,0,hvac,lochouse,reminsi,colight,remserv,insight
1,-3,-3,-3,-3,2,2,2,1,wash,opauto,remreco,coassis,remserv,reco
0,0,-1,0,-1,-1,2,2,0,alarm,lochouse,locinsi,corefri,locally,insight
0,-3,-3,-3,-3,-3,2,2,0,alarm,alert,remrecoshr,cam,share,reco
0,0,-2,0,-2,-1,2,2,0,light,alert,remserv,cotv,remserv,nothing
0,-3,2,0,-3,-3,2,2,1,secu,opauto,locreco,cohvac,locally,reco
0,-3,1,-3,-3,2,2,2,0,secu,preshouse,remshr,micro,share,nothing
0,-3,2,-3,-3,2,2,2,0,assis,lochouse,remoptishr,coalarm,share,opti
0,2,2,0,0,1,2,2,0,tv,preshouse,locopti,cosecu,locally,opti
0,-2,-2,-2,-1,-1,2,2,1,wash,alert,locally,coalarm,locally,nothing
0,-3,1,-2,1,1,2,2,1,light,opauto,reminsishr,colight,share,insight
1,1,1,1,1,1,2,2,0,light,preshouse,locopti,locsens,locally,opti
0,-2,-2,-2,-2,1,2,2,0,alarm,preshouse,remopti,watch,remserv,opti
0,-1,-1,-2,-2,1,2,2,0,assis,lochouse,locinsi,cam,locally,insight
0,-3,-3,-3,-3,1,2,2,0,secu,lochouse,reminsi,cosecu,remserv,insight
0,-3,1,-3,-3,1,2,2,0,tv,preshouse,remshr,cotv,share,nothing
1,1,1,-2,1,1,2,2,0,hvac,alert,remserv,cohvac,remserv,nothing
0,-3,-3,-3,-3,1,2,2,0,wash,lochouse,remoptishr,cowash,share,opti
0,-3,1,-2,-2,1,2,2,1,refr,opauto,remreco,corefri,remserv,reco
1,1,1,1,1,1,2,2,1,tv,opauto,locreco,micro,locally,reco
0,-3,-3,-3,-3,2,2,2,0,assis,alert,remrecoshr,coassis,share,reco
1,2,2,2,2,0,2,1,0,hvac,preshouse,remreco,colight,remserv,reco
0,2,-1,2,0,-1,2,1,0,alarm,preshouse,locreco,corefri,locally,reco
1,2,2,2,2,1,2,1,0,light,lochouse,locally,micro,locally,nothing
1,2,2,2,2,1,2,1,1,secu,opauto,remopti,cohvac,remserv,opti
1,3,2,2,3,0,2,1,0,refr,alert,reminsi,cowash,remserv,insight
1,2,2,2,2,-1,2,1,0,tv,alert,locinsi,cosecu,locally,insight
0,-2,-2,-1,-2,1,2,1,0,assis,preshouse,reminsishr,coalarm,share,insight
0,2,-2,2,0,-1,2,1,1,wash,lochouse,remserv,coassis,remserv,nothing
0,-2,-2,-2,-2,-2,2,1,0,light,alert,remoptishr,cotv,share,opti
1,2,2,2,2,2,2,1,1,assis,opauto,locopti,watch,locally,opti
1,2,2,2,2,1,2,1,0,alarm,opauto,remshr,cam,share,nothing
0,-1,-2,0,-2,0,2,1,1,tv,lochouse,remrecoshr,locsens,share,reco
1,0,1,1,1,1,0,2,0,tv,opauto,locreco,micro,locally,reco
1,2,2,2,2,2,0,2,1,wash,lochouse,remoptishr,cowash,share,opti
1,2,2,0,2,0,0,2,0,light,preshouse,locopti,locsens,locally,opti
1,2,2,2,2,2,0,2,0,hvac,alert,remserv,cohvac,remserv,nothing
0,-3,-3,0,0,0,0,2,0,alarm,preshouse,remopti,watch,remserv,opti
1,0,0,-1,2,0,0,2,0,light,opauto,reminsishr,colight,share,insight
1,2,2,2,2,2,0,2,0,wash,alert,locally,coalarm,locally,nothing
0,-3,-3,-3,-3,-3,0,2,1,tv,preshouse,remshr,cotv,share,nothing
0,-3,-3,-3,-3,-3,0,2,1,assis,lochouse,locinsi,cam,locally,insight
0,-3,-3,-3,-3,-3,0,2,0,assis,alert,remrecoshr,coassis,share,reco
1,2,2,2,2,2,0,2,1,secu,lochouse,reminsi,cosecu,remserv,insight
1,1,1,1,1,1,0,2,0,refr,opauto,remreco,corefri,remserv,reco
1,-1,0,-1,-1,-1,1,2,0,light,preshouse,remopti,locsens,remserv,opti
0,2,2,3,2,2,1,2,0,hvac,alert,remrecoshr,cohvac,share,reco
0,-3,-3,-1,-3,-3,1,2,0,tv,opauto,remreco,micro,remserv,reco
1,2,2,2,2,3,1,2,0,wash,opauto,locreco,coalarm,locally,reco
1,3,3,3,3,3,1,2,0,secu,alert,locally,colight,locally,nothing
1,0,0,0,1,1,1,2,1,wash,preshouse,remshr,cowash,share,nothing
1,2,2,2,2,2,1,2,0,refr,opauto,reminsishr,corefri,share,insight
1,2,2,3,2,2,1,2,0,refr,preshouse,locopti,coassis,locally,opti
1,2,2,3,2,2,1,2,1,hvac,lochouse,locinsi,cotv,locally,insight
1,1,2,1,1,1,1,2,1,assis,lochouse,reminsi,cam,remserv,insight
1,3,3,3,3,3,1,2,0,alarm,alert,remserv,watch,remserv,nothing
1,2,3,3,3,2,1,2,1,secu,lochouse,remoptishr,cosecu,share,opti
0,-2,-3,0,0,1,0,0,0,tv,lochouse,remopti,cam,remserv,opti
1,1,1,2,2,3,0,0,1,alarm,opauto,reminsi,micro,remserv,insight
0,0,-3,1,2,-3,0,0,0,wash,lochouse,locopti,cotv,locally,opti
0,-2,-1,-1,-2,-2,0,0,0,light,preshouse,remrecoshr,cowash,share,reco
0,-2,-2,-1,-2,1,0,0,0,wash,alert,reminsishr,cohvac,share,insight
1,2,2,2,3,3,0,0,0,assis,alert,locreco,locsens,locally,reco
0,-3,1,-2,-2,3,0,0,1,assis,lochouse,remshr,colight,share,nothing
0,-2,-2,-2,-2,-1,0,0,0,refr,preshouse,remserv,cosecu,remserv,nothing
1,2,3,3,3,3,0,0,1,light,opauto,locinsi,coalarm,locally,insight
0,-2,-2,-2,-2,2,0,0,1,hvac,opauto,remoptishr,corefri,share,opti
1,3,3,3,3,3,0,0,0,hvac,preshouse,locally,coassis,locally,nothing
1,0,2,0,1,3,0,0,0,secu,alert,remreco,watch,remserv,reco
0,0,-1,1,0,0,1,1,0,refr,lochouse,locally,watch,locally,nothing
0,-1,-1,-1,0,0,1,1,1,wash,lochouse,remrecoshr,cam,share,reco
0,-1,-1,-1,0,0,1,1,0,refr,alert,remoptishr,coalarm,share,opti
1,2,2,2,1,1,1,1,1,assis,opauto,remopti,cowash,remserv,opti
1,2,2,2,2,2,1,1,0,tv,alert,reminsi,colight,remserv,insight
1,2,2,2,2,2,1,1,1,secu,lochouse,remserv,cotv,remserv,nothing
1,2,2,1,1,1,1,1,1,hvac,opauto,locopti,cosecu,locally,opti
1,1,1,1,1,1,1,1,0,light,preshouse,locreco,cohvac,locally,reco
0,0,-1,0,0,0,1,1,0,wash,alert,locinsi,corefri,locally,insight
0,-2,-1,-1,-1,0,1,1,0,hvac,preshouse,reminsishr,locsens,share,insight
0,-1,-1,-1,0,0,1,1,0,alarm,preshouse,remreco,coassis,remserv,reco
0,-1,-1,-1,-1,-1,1,1,0,light,opauto,remshr,micro,share,nothing
1,2,2,0,2,1,0,1,1,tv,preshouse,remoptishr,watch,share,opti
1,2,2,1,2,2,0,1,1,refr,alert,remshr,cohvac,share,nothing
1,2,2,2,2,2,0,1,0,secu,opauto,remrecoshr,corefri,share,reco
1,3,3,3,3,3,0,1,0,refr,lochouse,locreco,cotv,locally,reco
1,3,3,3,3,3,0,1,0,alarm,alert,locopti,colight,locally,opti
1,3,3,3,3,3,0,1,0,assis,opauto,remserv,micro,remserv,nothing
1,3,3,3,2,2,0,1,0,light,lochouse,remreco,cam,remserv,reco
1,2,0,2,1,2,0,1,0,tv,opauto,locally,cowash,locally,nothing
1,3,3,2,2,2,0,1,0,alarm,lochouse,reminsishr,cosecu,share,insight
1,2,2,2,2,2,0,1,0,hvac,alert,remopti,coalarm,remserv,opti
1,2,1,1,1,1,0,1,1,wash,preshouse,reminsi,locsens,remserv,insight
1,3,3,2,3,3,0,1,1,secu,preshouse,locinsi,coassis,locally,insight
1,2,2,2,2,-2,1,0,1,light,lochouse,remopti,watch,remserv,opti
1,1,2,2,2,-2,1,0,0,hvac,opauto,locinsi,cam,locally,insight
0,-2,-1,-1,-1,-2,1,0,1,hvac,preshouse,remrecoshr,coassis,share,reco
1,2,2,2,2,-2,1,0,0,tv,alert,remreco,corefri,remserv,reco
