@relation iots-weka.filters.unsupervised.instance.RemoveWithValues-S100.0-C11-Lfirst-last-V-weka.filters.unsupervised.instance.RemoveWithValues-S100.0-C12-Lfirst-last-V-weka.filters.unsupervised.attribute.Remove-R1-8-weka.filters.unsupervised.attribute.NumericToNominal-R1-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.Remove-R10-14

@attribute decision {0,1}
@attribute comfort numeric
@attribute useful numeric
@attribute risk numeric
@attribute appropriate numeric
@attribute expected numeric
@attribute default numeric
@attribute framing numeric
@attribute ask.reason numeric
@attribute whof {assis,tv,hvac,wash,secu,refr,light,alarm}
@attribute purposef {preshouse,lochouse,opauto,alert}
@attribute collectionf {remrecoshr,remshr,remserv,remoptishr,reminsi,remreco,locopti,reminsishr,locinsi,remopti,locally,locreco}
@attribute whatf {coalarm,locsens,colight,coassis,cohvac,cowash,micro,cotv,watch,corefri,cam,cosecu}
@attribute cstore {share,remserv,locally}
@attribute caction {reco,nothing,opti,insight}

@data
0,1,1,1,1,0,2,2,1,alarm,alert,locally,cowash,locally,nothing
0,-3,1,-3,1,1,2,2,0,hvac,preshouse,remshr,cohvac,share,nothing
1,1,2,1,2,3,0,1,1,assis,lochouse,locreco,watch,locally,reco
1,2,2,2,2,2,0,1,1,hvac,opauto,locally,locsens,locally,nothing
0,-2,-2,-1,-1,-1,0,1,0,light,opauto,remrecoshr,cotv,share,reco
0,-2,1,-1,-1,-1,0,1,0,hvac,preshouse,remoptishr,colight,share,opti
1,1,2,1,2,2,0,1,1,secu,lochouse,remreco,cohvac,remserv,reco
1,2,2,2,2,2,0,1,0,wash,alert,locopti,cam,locally,opti
1,1,2,1,2,2,0,1,0,light,preshouse,locinsi,micro,locally,insight
0,0,2,-1,-1,1,0,1,0,assis,alert,remshr,coalarm,share,nothing
0,-1,-1,-1,-1,-1,0,1,1,wash,lochouse,reminsishr,coassis,share,insight
0,0,-2,1,-1,-1,0,1,0,refr,opauto,remserv,cowash,remserv,nothing
0,2,-1,2,2,1,0,1,0,alarm,preshouse,reminsi,corefri,remserv,insight
1,2,1,1,1,2,0,1,0,tv,alert,remopti,cosecu,remserv,opti
1,3,3,3,3,3,0,0,1,hvac,preshouse,reminsishr,coalarm,share,insight
1,3,3,3,3,3,0,0,0,assis,opauto,remopti,cohvac,remserv,opti
0,0,0,0,0,0,0,0,0,refr,alert,remoptishr,cotv,share,opti
0,0,0,0,0,0,0,0,1,refr,lochouse,locally,micro,locally,nothing
1,3,3,3,3,3,0,0,0,secu,lochouse,remserv,coassis,remserv,nothing
0,0,0,0,-3,-3,0,0,0,wash,lochouse,remrecoshr,locsens,share,reco
0,0,-3,0,-3,-3,0,0,0,wash,alert,locinsi,cosecu,locally,insight
0,-3,2,-3,-3,-3,0,0,0,light,opauto,remshr,cam,share,nothing
0,0,0,0,-2,-2,0,0,1,alarm,preshouse,remreco,colight,remserv,reco
0,0,0,0,0,0,0,0,1,light,preshouse,locreco,corefri,locally,reco
1,3,3,3,3,3,0,0,0,hvac,opauto,locopti,watch,locally,opti
1,3,3,3,3,3,0,0,0,tv,alert,reminsi,cowash,remserv,insight
1,3,3,3,3,3,0,0,0,light,opauto,remopti,cotv,remserv,opti
0,-3,-3,-3,-3,-3,0,0,0,hvac,lochouse,remrecoshr,cosecu,share,reco
0,-3,-3,-3,-3,-3,0,0,1,refr,preshouse,reminsishr,watch,share,insight
1,3,3,3,3,3,0,0,0,refr,opauto,locopti,cowash,locally,opti
0,-3,-3,-3,-3,-3,0,0,0,secu,alert,remoptishr,micro,share,opti
0,-3,-3,-3,-3,-3,0,0,0,wash,opauto,remshr,corefri,share,nothing
1,3,3,3,3,3,0,0,1,wash,preshouse,locreco,coassis,locally,reco
1,3,3,3,3,3,0,0,1,secu,lochouse,locally,cohvac,locally,nothing
1,3,3,3,3,3,0,0,0,hvac,alert,locinsi,colight,locally,insight
1,3,3,3,3,3,0,0,0,alarm,lochouse,remserv,cam,remserv,nothing
1,3,3,3,3,3,0,0,1,tv,preshouse,remreco,locsens,remserv,reco
1,3,3,3,3,3,0,0,0,assis,alert,reminsi,coalarm,remserv,insight
0,-3,-3,-3,-3,-1,1,0,0,tv,lochouse,locally,coassis,locally,nothing
0,-3,-3,-3,-3,1,1,0,1,assis,lochouse,remserv,cosecu,remserv,nothing
0,-3,-3,-3,-3,1,1,0,0,light,preshouse,remreco,watch,remserv,reco
0,-2,-3,-2,-2,-2,1,0,0,secu,alert,locinsi,coalarm,locally,insight
0,-3,-3,-3,-3,-3,1,0,0,refr,opauto,remshr,colight,share,nothing
0,-2,-3,-2,-2,-2,1,0,0,refr,preshouse,locreco,locsens,locally,reco
0,-2,-3,-2,-3,-1,1,0,0,alarm,preshouse,reminsishr,cohvac,share,insight
0,-3,-3,-3,-3,-2,1,0,1,hvac,opauto,remopti,cam,remserv,opti
0,-3,-3,-2,-3,-3,1,0,0,wash,alert,reminsi,micro,remserv,insight
0,-3,-3,-2,-3,2,1,0,0,tv,alert,remoptishr,corefri,share,opti
0,-2,-3,-2,-3,-3,1,0,1,alarm,opauto,locopti,cotv,locally,opti
0,-3,-3,-3,-3,-3,1,0,1,secu,lochouse,remrecoshr,cowash,share,reco
1,2,2,2,2,2,0,1,0,secu,lochouse,locreco,cohvac,locally,reco
1,2,2,2,2,2,0,1,0,alarm,opauto,remrecoshr,cam,share,reco
1,2,2,2,2,2,0,1,0,tv,lochouse,reminsishr,locsens,share,insight
1,2,2,2,2,2,0,1,1,secu,alert,remshr,micro,share,nothing
1,2,2,2,2,2,0,1,1,alarm,preshouse,locinsi,corefri,locally,insight
1,2,2,2,2,2,0,1,1,hvac,preshouse,reminsi,colight,remserv,insight
1,2,2,2,2,2,0,1,1,assis,preshouse,remoptishr,coalarm,share,opti
1,2,2,2,2,2,0,1,0,light,opauto,remserv,cotv,remserv,nothing
1,2,2,2,2,2,0,1,0,wash,lochouse,remreco,coassis,remserv,reco
1,-2,-2,0,-2,-2,0,1,0,refr,alert,remopti,cowash,remserv,opti
1,2,2,2,2,2,0,1,0,assis,opauto,locally,watch,locally,nothing
0,0,0,0,0,0,0,1,0,tv,alert,locopti,cosecu,locally,opti
0,0,1,1,-2,-1,0,2,1,tv,preshouse,remshr,cohvac,share,nothing
1,1,2,1,1,2,0,2,0,tv,opauto,locreco,cotv,locally,reco
1,-1,1,-2,-1,-1,0,2,0,assis,alert,remrecoshr,corefri,share,reco
0,2,1,2,2,1,0,2,0,wash,alert,locally,cowash,locally,nothing
1,2,1,1,2,1,0,2,1,assis,lochouse,locinsi,coassis,locally,insight
1,1,2,1,1,2,0,2,0,hvac,alert,remserv,micro,remserv,nothing
1,1,2,2,1,1,0,2,0,light,preshouse,locopti,colight,locally,opti
1,1,2,1,1,2,0,2,0,alarm,preshouse,remopti,coalarm,remserv,opti
0,-1,0,0,0,1,0,2,0,refr,opauto,remreco,cam,remserv,reco
0,-2,0,-2,-2,-1,0,2,0,light,opauto,reminsishr,cosecu,share,insight
1,1,2,2,1,2,0,2,1,secu,lochouse,reminsi,locsens,remserv,insight
0,-1,0,0,0,-1,0,2,1,wash,lochouse,remoptishr,watch,share,opti
0,-3,-3,-3,-3,-3,1,2,0,refr,lochouse,remoptishr,corefri,share,opti
1,1,2,-1,2,2,1,2,1,secu,alert,remserv,cosecu,remserv,nothing
0,-3,-3,-3,-3,3,1,2,1,hvac,preshouse,locopti,cotv,locally,opti
0,-3,-3,-2,-2,0,1,2,0,wash,lochouse,locinsi,coalarm,locally,insight
1,0,0,1,0,0,1,2,0,refr,alert,locally,coassis,locally,nothing
1,1,1,1,1,1,1,2,0,light,opauto,locreco,locsens,locally,reco
0,-3,-3,-3,-3,-3,1,2,0,tv,lochouse,reminsi,micro,remserv,insight
0,-3,1,-3,0,2,1,2,1,assis,preshouse,remopti,cam,remserv,opti
0,-3,-3,-3,-3,-3,1,2,1,wash,alert,remrecoshr,cowash,share,reco
0,-3,-3,-3,-3,-3,1,2,0,hvac,opauto,reminsishr,cohvac,share,insight
0,-3,-3,-3,-3,-3,1,2,0,light,preshouse,remshr,colight,share,nothing
0,-2,-3,0,0,0,1,2,0,alarm,opauto,remreco,watch,remserv,reco
0,-2,-3,-1,-3,-3,1,2,1,alarm,lochouse,locinsi,locsens,locally,insight
1,0,1,-1,1,-1,1,2,0,wash,opauto,remreco,cosecu,remserv,reco
0,-1,-2,-2,-1,-2,1,2,0,secu,opauto,locreco,cam,locally,reco
0,-3,-3,-3,-3,-3,1,2,0,alarm,alert,remrecoshr,colight,share,reco
1,0,0,0,0,-1,1,2,0,refr,preshouse,remopti,micro,remserv,opti
0,1,-2,1,0,0,1,2,1,hvac,lochouse,reminsi,watch,remserv,insight
0,-3,-3,-3,-3,-3,1,2,0,light,alert,remserv,corefri,remserv,nothing
0,-3,-3,0,-3,-3,1,2,0,tv,preshouse,locopti,coalarm,locally,opti
1,1,0,0,0,-1,1,2,0,tv,opauto,reminsishr,cowash,share,insight
1,1,1,2,2,3,1,2,1,secu,preshouse,remshr,coassis,share,nothing
0,-3,-3,0,0,0,1,2,0,assis,alert,locally,cotv,locally,nothing
0,-3,-1,-3,-3,-3,1,2,1,assis,lochouse,remoptishr,cohvac,share,opti
0,-2,1,-1,1,2,2,0,0,hvac,preshouse,reminsishr,cowash,share,insight
0,-1,0,-1,-1,-1,2,0,0,alarm,preshouse,remreco,cosecu,remserv,reco
0,2,2,2,2,2,2,0,0,light,preshouse,locreco,cam,locally,reco
1,2,1,2,2,1,2,0,0,wash,alert,locinsi,locsens,locally,insight
1,2,3,2,3,3,2,0,1,hvac,opauto,locopti,coalarm,locally,opti
0,-2,0,0,-1,0,2,0,0,light,opauto,remshr,coassis,share,nothing
0,-2,-1,-1,-2,-2,2,0,1,assis,opauto,remopti,micro,remserv,opti
0,-2,-2,0,-2,-2,2,0,1,secu,lochouse,remserv,corefri,remserv,nothing
1,1,1,2,1,1,2,0,0,tv,alert,reminsi,watch,remserv,insight
0,-2,-1,-2,-2,-2,2,0,1,wash,lochouse,remrecoshr,colight,share,reco
0,-2,-2,0,-1,-1,2,0,0,refr,lochouse,locally,cotv,locally,nothing
0,-2,-2,-2,-2,-2,2,0,0,refr,alert,remoptishr,cohvac,share,opti
0,-2,-2,-3,-2,-2,1,0,0,refr,lochouse,remserv,watch,remserv,nothing
1,2,2,2,2,2,1,0,1,hvac,alert,remoptishr,cosecu,share,opti
1,2,2,2,3,3,1,0,1,assis,opauto,remshr,cowash,share,nothing
1,2,3,3,3,3,1,0,0,tv,opauto,remopti,locsens,remserv,opti
1,3,3,3,3,3,1,0,0,wash,preshouse,reminsishr,corefri,share,insight
1,3,3,2,2,1,1,0,0,hvac,lochouse,locally,colight,locally,nothing
1,3,3,3,3,3,1,0,0,assis,preshouse,locreco,coalarm,locally,reco
0,-2,-2,-2,-2,-2,1,0,1,alarm,alert,reminsi,cam,remserv,insight
1,3,3,-1,-1,-1,1,0,0,wash,opauto,locopti,coassis,locally,opti
1,-1,-1,-2,-3,-1,1,0,0,secu,preshouse,remreco,micro,remserv,reco
1,2,2,2,3,2,1,0,1,light,alert,locinsi,cotv,locally,insight
1,2,1,1,1,1,1,0,0,light,lochouse,remrecoshr,cohvac,share,reco
0,-2,-1,-1,-1,-1,2,2,0,wash,preshouse,reminsi,cowash,remserv,insight
1,2,2,1,2,2,2,2,0,tv,opauto,locally,micro,locally,nothing
1,2,2,2,2,2,2,2,1,alarm,alert,locopti,watch,locally,opti
0,-2,-1,-1,-1,-1,2,2,0,alarm,lochouse,reminsishr,coalarm,share,insight
0,-2,-1,-1,-1,-1,2,2,0,refr,alert,remshr,cam,share,nothing
1,1,2,1,2,2,2,2,0,secu,preshouse,locinsi,cosecu,locally,insight
1,1,1,1,2,2,2,2,1,assis,opauto,remserv,coassis,remserv,nothing
0,-1,-1,-1,-1,-2,2,2,0,refr,lochouse,locreco,corefri,locally,reco
0,-1,-1,-1,-1,-1,2,2,0,tv,preshouse,remoptishr,cotv,share,opti
0,-1,1,-1,-1,-1,2,2,1,secu,opauto,remrecoshr,locsens,share,reco
0,-1,1,-1,-1,-1,2,2,0,light,lochouse,remreco,colight,remserv,reco
1,1,2,0,2,2,2,2,1,hvac,alert,remopti,cohvac,remserv,opti
0,-2,-2,-3,-3,-2,0,2,1,secu,opauto,reminsishr,coassis,share,insight
1,1,1,1,2,2,0,2,0,wash,preshouse,remopti,cosecu,remserv,opti
1,3,3,2,2,1,0,2,0,refr,lochouse,locinsi,micro,locally,insight
0,-2,-1,-2,-1,-2,0,2,0,alarm,lochouse,remoptishr,colight,share,opti
1,1,2,1,2,2,0,2,0,light,lochouse,reminsi,corefri,remserv,insight
0,-2,-1,-3,-3,-2,0,2,0,hvac,preshouse,remshr,coalarm,share,nothing
1,2,3,2,2,2,0,2,0,tv,alert,remserv,cowash,remserv,nothing
0,-3,-1,-1,-1,-2,0,2,0,refr,alert,remrecoshr,cotv,share,reco
1,3,3,2,3,1,0,2,0,secu,preshouse,locopti,cam,locally,opti
1,2,3,2,2,2,0,2,1,assis,opauto,remreco,cohvac,remserv,reco
1,3,3,3,3,3,0,2,1,hvac,opauto,locreco,watch,locally,reco
1,2,1,2,2,1,0,2,1,alarm,alert,locally,locsens,locally,nothing
0,-3,-3,-2,-2,-2,2,2,1,alarm,lochouse,remreco,watch,remserv,reco
1,1,1,-1,1,2,2,2,0,secu,opauto,remserv,cosecu,remserv,nothing
0,-2,-2,-2,-2,1,2,2,0,refr,preshouse,remoptishr,corefri,share,opti
0,-2,-1,-1,0,1,2,2,0,tv,preshouse,reminsi,micro,remserv,insight
0,-2,1,-1,1,2,2,2,0,assis,alert,remopti,cam,remserv,opti
0,1,1,0,1,2,2,2,0,hvac,alert,locopti,cotv,locally,opti
1,2,1,0,2,1,2,2,0,wash,preshouse,locinsi,coalarm,locally,insight
1,2,1,1,1,2,2,2,1,light,lochouse,locreco,locsens,locally,reco
1,1,1,2,1,1,2,2,1,refr,opauto,locally,coassis,locally,nothing
0,-2,-2,-1,-2,2,2,2,1,hvac,lochouse,reminsishr,cohvac,share,insight
1,1,-1,1,0,2,2,2,0,wash,opauto,remrecoshr,cowash,share,reco
0,-2,-2,-2,-1,2,2,2,0,light,alert,remshr,colight,share,nothing
0,-2,0,-2,-1,0,1,1,1,refr,preshouse,remoptishr,micro,share,opti
1,1,1,-1,2,1,1,1,0,hvac,alert,locopti,cowash,locally,opti
0,-2,-1,-2,-1,0,1,1,0,alarm,lochouse,remreco,locsens,remserv,reco
1,1,1,0,1,0,1,1,0,light,lochouse,locreco,coassis,locally,reco
0,-2,-2,-2,0,1,1,1,1,light,alert,remshr,corefri,share,nothing
0,-2,0,-2,-2,0,1,1,0,assis,alert,remopti,cotv,remserv,opti
1,-1,-1,-1,-1,1,1,1,0,refr,opauto,locally,cohvac,locally,nothing
0,-2,-2,-1,0,0,1,1,1,wash,preshouse,locinsi,colight,locally,insight
0,-2,-2,-2,-2,-1,1,1,1,tv,preshouse,reminsi,coalarm,remserv,insight
0,-2,-2,-2,-2,-2,1,1,0,wash,opauto,remrecoshr,cosecu,share,reco
0,-2,-2,-2,-2,0,1,1,0,hvac,lochouse,reminsishr,watch,share,insight
1,-1,0,-2,-1,1,1,1,0,secu,opauto,remserv,cam,remserv,nothing
0,-2,1,-3,-2,1,0,2,1,assis,lochouse,remreco,locsens,remserv,reco
1,2,2,1,0,1,0,2,0,light,preshouse,reminsi,coalarm,remserv,insight
0,-1,0,-1,-2,-2,0,2,0,wash,alert,remopti,cotv,remserv,opti
0,2,2,2,2,2,0,2,1,hvac,lochouse,locreco,coassis,locally,reco
0,1,1,1,1,1,0,2,0,refr,preshouse,locinsi,colight,locally,insight
0,-2,1,-3,-1,2,0,2,0,tv,opauto,remserv,cam,remserv,nothing
0,-3,1,-3,-1,2,0,2,0,alarm,preshouse,remoptishr,micro,share,opti
1,1,0,1,0,-1,0,2,0,secu,alert,locopti,cowash,locally,opti
0,-3,1,-3,0,2,0,2,1,secu,lochouse,reminsishr,watch,share,insight
0,-3,1,-2,0,1,0,2,0,refr,opauto,remrecoshr,cosecu,share,reco
1,2,2,2,1,-1,0,2,1,alarm,opauto,locally,cohvac,locally,nothing
0,-2,1,-2,-1,-1,0,2,0,hvac,alert,remshr,corefri,share,nothing
1,2,-1,0,0,-3,2,2,0,wash,preshouse,remopti,corefri,remserv,opti
1,-1,2,1,-1,2,2,2,0,secu,preshouse,locopti,micro,locally,opti
0,-3,0,-3,-3,3,2,2,0,hvac,preshouse,remshr,locsens,share,nothing
0,0,-3,0,0,-3,2,2,0,refr,alert,remrecoshr,coalarm,share,reco
0,-2,-2,0,-2,0,2,2,0,refr,lochouse,locinsi,watch,locally,insight
0,2,-2,2,2,0,2,2,0,tv,alert,remserv,colight,remserv,nothing
0,-3,-3,-3,-3,-3,2,2,1,alarm,alert,locally,cam,locally,nothing
0,-3,-3,0,-1,0,2,2,1,secu,opauto,reminsishr,cotv,share,insight
0,-2,-3,0,0,0,2,2,0,alarm,lochouse,remoptishr,coassis,share,opti
1,1,-1,1,1,0,2,2,0,light,lochouse,reminsi,cohvac,remserv,insight
1,1,1,0,1,0,2,2,1,hvac,opauto,locreco,cosecu,locally,reco
1,1,0,2,2,0,2,2,1,assis,opauto,remreco,cowash,remserv,reco
0,-1,0,-1,0,-1,1,1,1,hvac,opauto,remrecoshr,corefri,share,reco
0,-3,0,-2,-1,-1,1,1,0,hvac,preshouse,locinsi,coassis,locally,insight
0,-3,0,-1,-1,-1,1,1,0,assis,preshouse,reminsi,locsens,remserv,insight
1,3,1,2,1,0,1,1,0,secu,opauto,locally,cowash,locally,nothing
1,1,0,1,0,0,1,1,1,refr,alert,locopti,colight,locally,opti
0,-3,0,-3,-2,0,1,1,0,refr,lochouse,reminsishr,cosecu,share,insight
0,-3,0,-2,-2,0,1,1,0,tv,lochouse,remreco,cam,remserv,reco
0,-3,0,-2,-2,0,1,1,0,wash,lochouse,locreco,cotv,locally,reco
0,-3,-1,-2,-2,0,1,1,0,secu,preshouse,remoptishr,watch,share,opti
1,1,1,1,1,0,1,1,1,alarm,opauto,remserv,micro,remserv,nothing
1,1,1,1,1,1,1,1,1,light,alert,remopti,coalarm,remserv,opti
1,1,0,1,1,0,1,1,0,wash,alert,remshr,cohvac,share,nothing
1,2,1,2,2,2,1,0,0,alarm,opauto,remoptishr,coassis,share,opti
1,2,2,2,2,2,1,0,0,refr,opauto,locinsi,watch,locally,insight
0,-2,0,-2,-3,0,1,0,0,alarm,preshouse,locally,cam,locally,nothing
0,-2,0,-2,-2,2,1,0,1,refr,preshouse,remrecoshr,coalarm,share,reco
0,-3,-3,-3,-3,2,1,0,0,hvac,lochouse,remshr,locsens,share,nothing
0,-3,-3,-2,-2,2,1,0,1,tv,preshouse,remserv,colight,remserv,nothing
1,-1,1,-1,0,2,1,0,1,secu,lochouse,locopti,micro,locally,opti
1,1,2,1,1,2,1,0,0,light,opauto,reminsi,cohvac,remserv,insight
0,-2,-2,-2,-2,0,1,0,0,hvac,alert,locreco,cosecu,locally,reco
1,2,2,2,2,2,1,0,0,assis,alert,remreco,cowash,remserv,reco
0,-2,-2,-2,-2,2,1,0,1,wash,lochouse,remopti,corefri,remserv,opti
0,-2,-2,-2,-2,2,1,0,0,secu,alert,reminsishr,cotv,share,insight
0,0,-2,0,-1,-2,0,2,1,alarm,lochouse,locinsi,cowash,locally,insight
0,-3,-2,-2,-2,0,0,2,0,tv,opauto,reminsishr,micro,share,insight
0,-2,-1,-2,-1,2,0,2,1,secu,preshouse,remshr,cosecu,share,nothing
1,2,2,2,2,2,0,2,0,secu,opauto,locreco,colight,locally,reco
1,2,2,1,1,3,0,2,0,assis,alert,locally,corefri,locally,nothing
1,2,2,2,2,2,0,2,0,refr,preshouse,remopti,coassis,remserv,opti
1,2,2,2,2,0,0,2,0,wash,opauto,remreco,coalarm,remserv,reco
0,-2,-2,-2,-2,0,0,2,1,hvac,lochouse,reminsi,cotv,remserv,insight
0,-2,-1,-1,-2,0,0,2,0,tv,preshouse,locopti,cohvac,locally,opti
0,-1,1,-1,-1,1,0,2,0,alarm,alert,remrecoshr,watch,share,reco
0,-3,-3,-3,-3,-2,0,2,1,assis,lochouse,remoptishr,cam,share,opti
1,1,1,1,1,1,0,2,0,light,alert,remserv,locsens,remserv,nothing
1,2,2,2,2,2,2,2,0,tv,preshouse,remshr,locsens,share,nothing
1,2,2,2,2,2,2,2,1,tv,opauto,locreco,cosecu,locally,reco
1,2,2,2,2,2,2,2,0,secu,lochouse,reminsi,cohvac,remserv,insight
1,2,2,2,2,2,2,2,0,hvac,alert,remserv,colight,remserv,nothing
1,2,2,2,2,2,2,2,1,wash,alert,locally,cam,locally,nothing
1,2,2,2,2,2,2,2,1,refr,opauto,remreco,cowash,remserv,reco
1,2,2,2,2,2,2,2,0,wash,lochouse,remoptishr,coassis,share,opti
1,2,2,2,2,2,2,2,0,light,preshouse,locopti,micro,locally,opti
1,2,2,2,2,2,2,2,1,light,opauto,reminsishr,cotv,share,insight
1,2,2,2,2,2,2,2,0,assis,lochouse,locinsi,watch,locally,insight
1,2,2,2,2,2,2,2,0,alarm,preshouse,remopti,corefri,remserv,opti
1,2,2,2,2,2,2,2,0,assis,alert,remrecoshr,coalarm,share,reco
0,-2,-3,-3,-2,-2,2,1,0,secu,opauto,remshr,cowash,share,nothing
1,2,2,2,2,2,2,1,0,assis,lochouse,locally,colight,locally,nothing
0,-2,-2,-2,-2,-2,2,1,1,light,lochouse,remserv,watch,remserv,nothing
1,2,2,2,2,1,2,1,1,tv,opauto,locopti,coassis,locally,opti
0,-2,1,-2,-2,-2,2,1,0,assis,alert,remoptishr,cosecu,share,opti
0,-3,-3,-2,-2,-2,2,1,0,hvac,alert,reminsi,cam,remserv,insight
0,0,-3,0,0,-2,2,1,1,refr,opauto,remopti,locsens,remserv,opti
1,2,2,2,2,1,2,1,0,alarm,alert,locinsi,cotv,locally,insight
0,-2,-2,-2,-2,-2,2,1,1,alarm,lochouse,remrecoshr,cohvac,share,reco
1,2,1,2,2,1,2,1,0,secu,preshouse,locreco,coalarm,locally,reco
0,-1,-2,0,-1,-2,2,1,0,wash,preshouse,remreco,micro,remserv,reco
0,-2,-2,-2,-1,-2,2,1,0,tv,preshouse,reminsishr,corefri,share,insight
0,-3,-3,-3,-3,-2,1,2,0,light,opauto,locreco,micro,locally,reco
1,2,1,1,2,1,1,2,0,refr,alert,locally,coalarm,locally,nothing
0,-3,-3,-2,-2,-2,1,2,0,alarm,opauto,remreco,corefri,remserv,reco
0,-3,2,-3,-3,-3,1,2,0,light,preshouse,remshr,cotv,share,nothing
1,-1,3,-2,2,0,1,2,1,secu,alert,remserv,cohvac,remserv,nothing
1,-1,3,-2,2,1,1,2,1,assis,preshouse,remopti,watch,remserv,opti
0,-1,3,-2,-2,-1,1,2,0,hvac,opauto,reminsishr,colight,share,insight
1,2,3,1,3,3,1,2,1,hvac,preshouse,locopti,locsens,locally,opti
0,-2,-2,-2,-2,0,1,2,0,wash,lochouse,locinsi,cam,locally,insight
0,-3,1,0,-1,-1,1,2,0,tv,lochouse,reminsi,cosecu,remserv,insight
0,-3,-3,-3,-3,-3,1,2,0,refr,lochouse,remoptishr,cowash,share,opti
0,-2,-1,0,1,1,1,2,1,wash,alert,remrecoshr,coassis,share,reco
0,3,2,3,-1,-1,1,2,0,tv,preshouse,remopti,cotv,remserv,opti
0,-1,-3,-1,-3,1,1,2,1,assis,preshouse,remshr,corefri,share,nothing
0,-1,-2,-1,-2,1,1,2,0,wash,opauto,reminsishr,watch,share,insight
1,3,2,2,3,3,1,2,0,secu,opauto,remreco,locsens,remserv,reco
1,3,1,3,3,3,1,2,0,refr,alert,remserv,cam,remserv,nothing
0,-1,-1,-2,-1,1,1,2,0,light,alert,remrecoshr,cosecu,share,reco
0,-2,-3,-2,-3,-2,1,2,1,hvac,lochouse,remoptishr,micro,share,opti
1,3,2,3,3,3,1,2,0,assis,opauto,locreco,coassis,locally,reco
1,3,1,3,3,3,1,2,1,light,lochouse,locinsi,colight,locally,insight
1,3,-1,3,3,1,1,2,0,wash,preshouse,locopti,cowash,locally,opti
1,3,-2,3,3,1,1,2,1,alarm,lochouse,reminsi,coalarm,remserv,insight
0,3,2,3,3,3,1,2,0,hvac,alert,locally,cohvac,locally,nothing
1,1,1,1,1,-2,1,2,0,hvac,opauto,remreco,micro,remserv,reco
1,3,3,3,3,2,1,2,0,light,alert,locally,colight,locally,nothing
1,3,3,3,3,2,1,2,0,assis,preshouse,locopti,coassis,locally,opti
1,2,1,3,3,2,1,2,1,tv,lochouse,locinsi,cotv,locally,insight
1,-1,1,-1,-1,0,1,2,0,tv,alert,remrecoshr,cohvac,share,reco
1,-2,-2,-2,-2,-2,1,2,1,alarm,preshouse,remshr,cowash,share,nothing
1,3,2,1,2,1,1,2,0,alarm,opauto,locreco,coalarm,locally,reco
1,1,1,1,1,-1,1,2,0,wash,alert,remserv,watch,remserv,nothing
1,-2,-1,-1,-2,-1,1,2,0,secu,preshouse,remopti,locsens,remserv,opti
1,-3,-3,-3,-3,-3,1,2,1,refr,lochouse,reminsi,cam,remserv,insight
1,-3,-3,-3,-3,-3,1,2,1,light,lochouse,remoptishr,cosecu,share,opti
1,1,1,-1,1,1,1,2,0,assis,opauto,reminsishr,corefri,share,insight
0,3,2,2,2,-1,0,2,0,light,alert,locopti,cohvac,locally,opti
1,-3,-3,-1,-3,-3,0,2,0,refr,lochouse,remreco,coalarm,remserv,reco
1,3,-1,3,3,2,0,2,1,assis,preshouse,locinsi,cowash,locally,insight
0,-3,-3,-3,-3,1,0,2,0,light,lochouse,reminsishr,micro,share,insight
1,3,3,3,3,3,0,2,0,tv,lochouse,locreco,colight,locally,reco
1,2,2,2,3,-1,0,2,0,hvac,opauto,remserv,locsens,remserv,nothing
0,-3,0,-3,-3,-3,0,2,0,assis,opauto,remrecoshr,watch,share,reco
0,-3,-3,3,-2,-3,0,2,0,wash,opauto,locally,corefri,locally,nothing
0,-3,2,-3,-3,-3,0,2,1,tv,alert,remshr,cosecu,share,nothing
0,-3,-3,-3,-3,-3,0,2,1,wash,preshouse,remoptishr,cam,share,opti
1,2,1,2,2,2,0,2,0,alarm,alert,remopti,coassis,remserv,opti
1,2,2,2,2,1,0,2,1,secu,preshouse,reminsi,cotv,remserv,insight
1,2,1,-1,0,0,1,0,0,tv,alert,remreco,cam,remserv,reco
1,1,1,-1,0,1,1,0,0,assis,opauto,reminsi,locsens,remserv,insight
1,2,2,-1,0,1,1,0,0,hvac,opauto,locinsi,coassis,locally,insight
1,2,0,1,1,2,1,0,1,refr,lochouse,locopti,colight,locally,opti
1,1,2,-1,0,2,1,0,0,refr,alert,reminsishr,cosecu,share,insight
1,2,0,-1,0,2,1,0,1,alarm,preshouse,remserv,micro,remserv,nothing
0,-2,-2,-2,-3,-3,1,0,1,hvac,preshouse,remrecoshr,corefri,share,reco
1,2,2,1,0,2,1,0,0,secu,preshouse,locally,cowash,locally,nothing
1,2,2,1,2,2,1,0,0,wash,alert,locreco,cotv,locally,reco
0,-3,-3,-3,-3,-2,1,0,0,wash,lochouse,remshr,cohvac,share,nothing
1,2,2,2,2,3,1,0,1,light,lochouse,remopti,coalarm,remserv,opti
0,-3,-3,-3,-3,-3,1,0,0,secu,opauto,remoptishr,watch,share,opti
0,-3,-3,-3,2,2,1,2,0,refr,alert,remopti,locsens,remserv,opti
0,-2,-2,-2,-2,-2,1,2,0,tv,lochouse,reminsishr,corefri,share,insight
0,-3,-3,-3,-2,1,1,2,1,assis,preshouse,remoptishr,cosecu,share,opti
0,-3,-3,-3,0,1,1,2,0,wash,lochouse,remreco,micro,remserv,reco
