@relation '4Cluster-weka.filters.unsupervised.attribute.NumericToNominal-R2-9-weka.filters.unsupervised.attribute.Reorder-R1-7,9,8-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R1'

@attribute whof {assis,tv,hvac,wash,secu,refr,light,alarm}
@attribute purposef {preshouse,lochouse,opauto,alert}
@attribute whatf {coalarm,locsens,colight,coassis,cohvac,cowash,micro,cotv,watch,corefri,cam,cosecu}
@attribute cstore {share,remserv,locally}
@attribute caction {reco,nothing,opti,insight}
@attribute cluster {cluster2,cluster3,cluster0,cluster1}
@attribute decision {0,1}

@data
tv,preshouse,locsens,share,nothing,cluster0,0
wash,opauto,cohvac,share,insight,cluster1,0
light,lochouse,coalarm,locally,insight,cluster1,0
refr,alert,cosecu,remserv,nothing,cluster1,0
assis,opauto,locsens,locally,reco,cluster1,0
alarm,lochouse,micro,remserv,insight,cluster1,0
light,alert,cowash,share,reco,cluster1,0
secu,opauto,watch,remserv,reco,cluster1,0
wash,preshouse,cotv,locally,opti,cluster1,0
assis,preshouse,colight,share,nothing,cluster1,0
hvac,lochouse,corefri,share,opti,cluster1,0
hvac,alert,coassis,locally,nothing,cluster1,1
tv,preshouse,cam,remserv,opti,cluster1,0
assis,alert,cotv,locally,opti,cluster3,1
refr,preshouse,micro,remserv,insight,cluster3,1
light,opauto,coassis,locally,nothing,cluster3,1
assis,lochouse,cohvac,share,insight,cluster3,0
wash,opauto,cosecu,remserv,nothing,cluster3,1
alarm,alert,colight,share,nothing,cluster3,0
secu,alert,cam,remserv,opti,cluster3,1
alarm,lochouse,locsens,locally,reco,cluster3,1
tv,preshouse,coalarm,locally,insight,cluster3,1
tv,opauto,cowash,share,reco,cluster3,0
light,preshouse,corefri,share,opti,cluster3,0
hvac,lochouse,watch,remserv,reco,cluster3,1
alarm,lochouse,coassis,locally,reco,cluster2,1
assis,lochouse,watch,share,insight,cluster2,1
light,opauto,cohvac,locally,nothing,cluster2,1
hvac,lochouse,locsens,remserv,reco,cluster2,1
secu,alert,cotv,remserv,opti,cluster2,1
light,preshouse,micro,share,opti,cluster2,0
assis,alert,cowash,locally,opti,cluster2,1
tv,preshouse,colight,locally,insight,cluster2,1
wash,opauto,cam,remserv,nothing,cluster2,1
tv,opauto,cosecu,share,reco,cluster2,0
refr,preshouse,coalarm,remserv,insight,cluster2,1
alarm,alert,corefri,share,nothing,cluster2,0
refr,alert,micro,locally,insight,cluster2,0
refr,lochouse,cotv,share,reco,cluster2,0
light,alert,corefri,remserv,insight,cluster2,0
alarm,lochouse,locsens,locally,nothing,cluster2,0
hvac,preshouse,watch,locally,reco,cluster2,0
secu,opauto,cam,locally,opti,cluster2,0
tv,lochouse,cowash,remserv,nothing,cluster2,0
assis,preshouse,cohvac,remserv,reco,cluster2,0
secu,preshouse,coassis,share,insight,cluster2,0
wash,opauto,cosecu,remserv,opti,cluster2,0
hvac,opauto,coalarm,share,nothing,cluster2,0
alarm,alert,colight,share,opti,cluster2,0
hvac,lochouse,cosecu,share,insight,cluster2,1
hvac,alert,colight,locally,opti,cluster2,1
alarm,lochouse,cam,remserv,reco,cluster2,0
secu,opauto,micro,remserv,nothing,cluster2,1
refr,preshouse,watch,share,opti,cluster2,0
assis,alert,coalarm,remserv,opti,cluster2,1
wash,opauto,corefri,share,reco,cluster2,0
light,lochouse,cotv,locally,reco,cluster2,1
light,alert,cohvac,share,nothing,cluster2,0
refr,opauto,cowash,locally,nothing,cluster2,1
wash,preshouse,coassis,locally,insight,cluster2,1
tv,preshouse,locsens,remserv,insight,cluster2,1
tv,lochouse,coassis,share,reco,cluster2,0
assis,preshouse,colight,share,insight,cluster2,1
light,lochouse,coalarm,locally,nothing,cluster2,0
assis,opauto,locsens,locally,opti,cluster2,1
alarm,opauto,cotv,share,nothing,cluster2,0
wash,lochouse,cohvac,remserv,nothing,cluster2,0
alarm,preshouse,micro,locally,reco,cluster2,0
tv,alert,cam,locally,insight,cluster2,1
secu,opauto,watch,remserv,opti,cluster2,1
light,alert,cowash,share,opti,cluster2,1
refr,alert,cosecu,remserv,insight,cluster2,0
hvac,preshouse,corefri,remserv,reco,cluster2,1
wash,preshouse,micro,share,insight,cluster0,0
assis,opauto,cosecu,share,nothing,cluster0,0
assis,preshouse,colight,locally,reco,cluster0,1
refr,lochouse,locsens,remserv,nothing,cluster0,0
secu,preshouse,coalarm,remserv,reco,cluster0,0
tv,opauto,coassis,remserv,opti,cluster0,0
alarm,alert,cotv,remserv,insight,cluster0,0
hvac,lochouse,corefri,locally,nothing,cluster0,0
wash,opauto,cohvac,locally,opti,cluster0,0
light,lochouse,watch,share,reco,cluster0,0
light,alert,cowash,locally,insight,cluster0,0
hvac,alert,cam,share,opti,cluster0,0
assis,preshouse,cowash,locally,nothing,cluster0,1
wash,alert,cam,remserv,reco,cluster0,0
secu,lochouse,cohvac,share,nothing,cluster0,0
assis,opauto,watch,share,opti,cluster0,0
tv,lochouse,colight,locally,opti,cluster0,0
light,preshouse,micro,remserv,nothing,cluster0,0
refr,lochouse,coalarm,remserv,opti,cluster0,0
alarm,opauto,coassis,locally,insight,cluster0,1
alarm,preshouse,corefri,share,reco,cluster0,0
tv,alert,cosecu,share,insight,cluster0,0
hvac,opauto,locsens,remserv,insight,cluster0,0
secu,alert,cotv,locally,reco,cluster0,0
assis,lochouse,cosecu,remserv,nothing,cluster2,0
light,preshouse,watch,remserv,reco,cluster2,0
alarm,preshouse,cohvac,share,insight,cluster2,0
hvac,opauto,cam,remserv,opti,cluster2,1
refr,opauto,colight,share,nothing,cluster2,0
secu,alert,coalarm,locally,insight,cluster2,0
tv,alert,corefri,share,opti,cluster2,0
tv,lochouse,coassis,locally,nothing,cluster2,1
refr,preshouse,locsens,locally,reco,cluster2,0
alarm,opauto,cotv,locally,opti,cluster2,1
secu,lochouse,cowash,share,reco,cluster2,0
wash,alert,micro,remserv,insight,cluster2,0
wash,alert,micro,share,reco,cluster0,0
light,preshouse,watch,share,nothing,cluster0,0
secu,alert,coalarm,remserv,nothing,cluster0,0
refr,lochouse,locsens,share,opti,cluster0,0
assis,preshouse,colight,remserv,opti,cluster0,0
tv,lochouse,coassis,remserv,insight,cluster0,0
refr,alert,cosecu,locally,nothing,cluster0,0
light,opauto,cowash,locally,reco,cluster0,0
alarm,opauto,cotv,remserv,reco,cluster0,0
hvac,preshouse,corefri,locally,opti,cluster0,0
wash,lochouse,cohvac,locally,insight,cluster0,0
hvac,opauto,cam,share,insight,cluster0,0
assis,preshouse,colight,locally,nothing,cluster0,1
tv,lochouse,coassis,locally,opti,cluster0,0
light,preshouse,watch,remserv,nothing,cluster0,0
refr,lochouse,locsens,remserv,opti,cluster0,0
secu,lochouse,cowash,share,nothing,cluster0,0
wash,alert,micro,remserv,reco,cluster0,1
alarm,opauto,cotv,locally,insight,cluster0,1
secu,alert,coalarm,locally,reco,cluster0,0
alarm,preshouse,cohvac,share,reco,cluster0,0
tv,alert,corefri,share,insight,cluster0,0
assis,opauto,cosecu,share,opti,cluster0,0
hvac,opauto,cam,remserv,insight,cluster0,0
assis,alert,cosecu,share,opti,cluster2,0
hvac,alert,cam,remserv,insight,cluster2,0
light,lochouse,watch,remserv,nothing,cluster2,1
wash,preshouse,micro,remserv,reco,cluster2,0
refr,opauto,locsens,remserv,opti,cluster2,1
secu,preshouse,coalarm,locally,reco,cluster2,0
assis,lochouse,colight,locally,nothing,cluster2,1
alarm,alert,cotv,locally,insight,cluster2,1
tv,opauto,coassis,locally,opti,cluster2,1
secu,opauto,cowash,share,nothing,cluster2,0
tv,preshouse,corefri,share,insight,cluster2,0
alarm,lochouse,cohvac,share,reco,cluster2,0
secu,opauto,cotv,locally,nothing,cluster1,1
assis,preshouse,watch,remserv,insight,cluster1,0
wash,alert,coassis,share,nothing,cluster1,0
hvac,preshouse,locsens,locally,insight,cluster1,1
tv,lochouse,cosecu,remserv,reco,cluster1,0
alarm,opauto,corefri,remserv,nothing,cluster1,0
hvac,opauto,colight,share,reco,cluster1,0
light,alert,micro,remserv,opti,cluster1,0
refr,lochouse,cowash,share,insight,cluster1,0
wash,lochouse,cam,locally,reco,cluster1,0
refr,alert,coalarm,locally,opti,cluster1,1
secu,preshouse,cohvac,share,opti,cluster1,0
wash,alert,coassis,share,nothing,cluster2,0
refr,alert,coalarm,locally,opti,cluster2,1
wash,lochouse,cam,locally,reco,cluster2,0
light,alert,micro,remserv,opti,cluster2,1
tv,lochouse,cosecu,remserv,reco,cluster2,1
assis,preshouse,watch,remserv,insight,cluster2,1
hvac,preshouse,locsens,locally,insight,cluster2,1
refr,lochouse,cowash,share,insight,cluster2,0
hvac,opauto,colight,share,reco,cluster2,0
secu,preshouse,cohvac,share,opti,cluster2,0
alarm,opauto,corefri,remserv,nothing,cluster2,1
secu,opauto,cotv,locally,nothing,cluster2,1
tv,alert,cam,remserv,insight,cluster2,0
assis,opauto,locsens,remserv,opti,cluster2,0
light,opauto,cowash,share,nothing,cluster2,0
wash,alert,cotv,locally,insight,cluster2,1
wash,lochouse,cohvac,share,reco,cluster2,0
light,preshouse,coalarm,locally,reco,cluster2,0
alarm,preshouse,micro,remserv,reco,cluster2,0
refr,alert,cosecu,share,opti,cluster2,0
secu,lochouse,watch,remserv,nothing,cluster2,0
refr,lochouse,colight,locally,nothing,cluster2,0
hvac,opauto,coassis,locally,opti,cluster2,1
hvac,preshouse,corefri,share,insight,cluster2,0
hvac,alert,cohvac,remserv,insight,cluster2,1
assis,alert,coassis,share,opti,cluster2,0
light,lochouse,colight,remserv,nothing,cluster2,0
wash,preshouse,cowash,remserv,reco,cluster2,0
assis,lochouse,cam,locally,nothing,cluster2,0
alarm,alert,watch,locally,insight,cluster2,1
refr,opauto,corefri,remserv,opti,cluster2,1
tv,preshouse,cotv,share,insight,cluster2,0
tv,opauto,micro,locally,opti,cluster2,0
secu,preshouse,cosecu,locally,reco,cluster2,0
alarm,lochouse,coalarm,share,reco,cluster2,0
secu,opauto,locsens,share,nothing,cluster2,0
alarm,alert,coassis,remserv,reco,cluster2,0
hvac,lochouse,cosecu,locally,opti,cluster2,0
refr,opauto,coalarm,share,opti,cluster2,1
refr,preshouse,watch,locally,nothing,cluster2,0
wash,opauto,corefri,locally,insight,cluster2,0
secu,preshouse,cotv,remserv,nothing,cluster2,0
tv,opauto,colight,remserv,insight,cluster2,0
wash,preshouse,cam,share,reco,cluster2,0
assis,lochouse,cowash,remserv,opti,cluster2,0
light,lochouse,micro,share,nothing,cluster2,0
light,alert,cohvac,locally,reco,cluster2,0
hvac,alert,locsens,share,insight,cluster2,0
assis,alert,cohvac,remserv,reco,cluster3,1
tv,preshouse,cowash,remserv,nothing,cluster3,0
secu,alert,coassis,share,insight,cluster3,0
refr,opauto,micro,locally,insight,cluster3,1
alarm,opauto,colight,share,opti,cluster3,1
alarm,preshouse,locsens,locally,nothing,cluster3,1
secu,lochouse,cam,locally,opti,cluster3,1
wash,lochouse,cosecu,remserv,opti,cluster3,1
light,opauto,corefri,remserv,insight,cluster3,1
hvac,alert,watch,locally,reco,cluster3,1
hvac,lochouse,coalarm,share,nothing,cluster3,1
refr,preshouse,cotv,share,reco,cluster3,1
alarm,opauto,colight,locally,opti,cluster0,1
refr,preshouse,cotv,locally,reco,cluster0,0
tv,lochouse,cowash,locally,nothing,cluster0,0
tv,alert,watch,share,opti,cluster0,0
secu,alert,coassis,locally,insight,cluster0,1
assis,lochouse,micro,remserv,nothing,cluster0,0
hvac,opauto,coalarm,remserv,opti,cluster0,1
alarm,preshouse,cosecu,share,insight,cluster0,0
light,preshouse,cam,remserv,reco,cluster0,0
secu,lochouse,corefri,share,reco,cluster0,0
wash,alert,locsens,remserv,insight,cluster0,0
refr,opauto,cohvac,share,nothing,cluster0,0
alarm,lochouse,colight,share,insight,cluster2,0
secu,opauto,coassis,share,reco,cluster2,1
tv,opauto,coalarm,locally,nothing,cluster2,0
light,lochouse,corefri,remserv,reco,cluster2,0
alarm,alert,locsens,locally,opti,cluster2,1
hvac,alert,watch,remserv,opti,cluster2,0
secu,preshouse,cam,locally,insight,cluster2,1
refr,lochouse,micro,locally,reco,cluster2,0
assis,opauto,cohvac,remserv,nothing,cluster2,1
tv,preshouse,cowash,share,opti,cluster2,0
wash,preshouse,cosecu,remserv,insight,cluster2,0
refr,alert,cotv,share,nothing,cluster2,0
hvac,opauto,watch,remserv,opti,cluster3,1
wash,alert,cosecu,remserv,insight,cluster3,1
secu,lochouse,coassis,share,reco,cluster3,1
tv,alert,cowash,share,opti,cluster3,1
refr,opauto,cotv,share,nothing,cluster3,1
tv,lochouse,coalarm,locally,nothing,cluster3,1
alarm,preshouse,colight,share,insight,cluster3,1
alarm,opauto,locsens,locally,opti,cluster3,1
light,preshouse,corefri,remserv,reco,cluster3,1
refr,preshouse,micro,locally,reco,cluster3,1
assis,lochouse,cohvac,remserv,nothing,cluster3,1
secu,alert,cam,locally,insight,cluster3,1
alarm,opauto,colight,share,insight,cluster3,1
secu,alert,coassis,share,reco,cluster3,0
hvac,preshouse,watch,remserv,opti,cluster3,1
wash,lochouse,cosecu,remserv,insight,cluster3,1
assis,alert,cohvac,remserv,nothing,cluster3,1
tv,lochouse,cowash,share,opti,cluster3,0
light,opauto,corefri,remserv,reco,cluster3,1
alarm,preshouse,locsens,locally,opti,cluster3,1
refr,opauto,micro,locally,reco,cluster3,1
secu,lochouse,cam,locally,insight,cluster3,1
refr,preshouse,cotv,share,nothing,cluster3,0
tv,alert,coalarm,locally,nothing,cluster3,1
wash,lochouse,colight,remserv,insight,cluster3,0
secu,alert,cam,share,reco,cluster3,1
alarm,opauto,locsens,share,insight,cluster3,1
light,opauto,coassis,remserv,reco,cluster3,1
secu,lochouse,corefri,locally,insight,cluster3,0
hvac,preshouse,cowash,remserv,opti,cluster3,1
assis,alert,cotv,remserv,nothing,cluster3,1
refr,preshouse,micro,share,nothing,cluster3,0
alarm,preshouse,cosecu,locally,opti,cluster3,1
refr,opauto,cohvac,locally,reco,cluster3,1
tv,lochouse,coalarm,share,opti,cluster3,1
tv,alert,watch,locally,nothing,cluster3,1
tv,opauto,colight,share,nothing,cluster2,0
wash,lochouse,coassis,locally,nothing,cluster2,1
wash,alert,corefri,share,opti,cluster2,1
tv,preshouse,locsens,locally,reco,cluster2,1
light,opauto,cotv,locally,opti,cluster2,1
assis,alert,coalarm,locally,insight,cluster2,1
light,preshouse,cohvac,share,insight,cluster2,1
secu,alert,micro,remserv,insight,cluster2,1
hvac,lochouse,cosecu,remserv,nothing,cluster2,1
assis,lochouse,cowash,share,reco,cluster2,1
alarm,opauto,cam,remserv,opti,cluster2,0
refr,preshouse,watch,remserv,reco,cluster2,1
tv,preshouse,micro,remserv,reco,cluster3,1
wash,opauto,cowash,share,nothing,cluster3,1
refr,preshouse,corefri,share,insight,cluster3,0
hvac,lochouse,cohvac,share,reco,cluster3,1
assis,alert,cam,remserv,insight,cluster3,1
wash,preshouse,coalarm,locally,reco,cluster3,1
hvac,alert,cotv,locally,insight,cluster3,1
light,opauto,locsens,remserv,opti,cluster3,1
secu,alert,cosecu,share,opti,cluster3,1
alarm,lochouse,watch,remserv,nothing,cluster3,1
secu,lochouse,colight,locally,nothing,cluster3,1
refr,opauto,coassis,locally,opti,cluster3,1
refr,lochouse,cosecu,remserv,nothing,cluster2,0
light,lochouse,cowash,share,reco,cluster2,0
tv,opauto,cam,remserv,opti,cluster2,1
wash,preshouse,cohvac,share,insight,cluster2,0
light,alert,coalarm,locally,insight,cluster2,1
hvac,lochouse,coassis,locally,nothing,cluster2,1
wash,opauto,cotv,locally,opti,cluster2,0
alarm,alert,micro,remserv,insight,cluster2,0
hvac,alert,corefri,share,opti,cluster2,0
assis,opauto,colight,share,nothing,cluster2,1
secu,preshouse,watch,remserv,reco,cluster2,1
assis,preshouse,locsens,locally,reco,cluster2,1
hvac,preshouse,cam,share,reco,cluster2,0
alarm,preshouse,cotv,remserv,nothing,cluster2,1
wash,lochouse,micro,share,nothing,cluster2,0
secu,opauto,coalarm,share,opti,cluster2,0
assis,opauto,colight,remserv,insight,cluster2,1
light,lochouse,cowash,remserv,opti,cluster2,1
secu,preshouse,watch,locally,nothing,cluster2,1
tv,alert,coassis,remserv,reco,cluster2,1
refr,alert,locsens,share,insight,cluster2,0
hvac,opauto,corefri,locally,insight,cluster2,0
refr,lochouse,cosecu,locally,opti,cluster2,0
wash,alert,cohvac,locally,reco,cluster2,0
wash,opauto,colight,locally,opti,cluster0,0
assis,opauto,cohvac,share,nothing,cluster0,0
light,lochouse,corefri,share,reco,cluster0,0
alarm,alert,locsens,remserv,insight,cluster0,0
refr,lochouse,micro,remserv,nothing,cluster0,0
light,alert,coassis,locally,insight,cluster0,0
assis,preshouse,cotv,locally,reco,cluster0,0
tv,opauto,coalarm,remserv,opti,cluster0,0
wash,preshouse,cosecu,share,insight,cluster0,0
hvac,lochouse,cowash,locally,nothing,cluster0,0
hvac,alert,watch,share,opti,cluster0,0
secu,preshouse,cam,remserv,reco,cluster0,0
assis,lochouse,colight,share,reco,cluster3,0
hvac,lochouse,corefri,remserv,nothing,cluster3,0
alarm,opauto,micro,remserv,opti,cluster3,1
tv,opauto,coassis,share,nothing,cluster3,1
refr,preshouse,cosecu,remserv,reco,cluster3,1
light,opauto,coalarm,locally,opti,cluster3,1
tv,preshouse,cam,locally,reco,cluster3,0
assis,alert,locsens,locally,insight,cluster3,1
light,preshouse,cowash,share,insight,cluster3,0
wash,alert,cohvac,share,opti,cluster3,1
secu,alert,watch,remserv,insight,cluster3,1
wash,lochouse,cotv,locally,nothing,cluster3,0
wash,alert,micro,locally,opti,cluster2,1
refr,opauto,colight,remserv,nothing,cluster2,1
light,preshouse,watch,locally,insight,cluster2,1
alarm,preshouse,cohvac,remserv,insight,cluster2,0
hvac,opauto,cam,locally,nothing,cluster2,1
hvac,preshouse,coassis,share,opti,cluster2,0
assis,alert,locsens,share,nothing,cluster2,0
assis,lochouse,cosecu,locally,reco,cluster2,1
secu,lochouse,cowash,remserv,reco,cluster2,0
wash,lochouse,cotv,share,insight,cluster2,0
light,opauto,coalarm,share,reco,cluster2,0
tv,alert,corefri,remserv,opti,cluster2,0
refr,lochouse,watch,locally,reco,cluster2,0
assis,opauto,cowash,remserv,nothing,cluster2,1
tv,opauto,locsens,locally,nothing,cluster2,1
light,lochouse,cohvac,remserv,reco,cluster2,1
secu,opauto,cotv,share,reco,cluster2,0
hvac,alert,cosecu,remserv,opti,cluster2,0
secu,preshouse,micro,locally,insight,cluster2,0
wash,preshouse,corefri,remserv,insight,cluster2,0
refr,alert,coalarm,share,nothing,cluster2,1
alarm,alert,cam,locally,opti,cluster2,1
alarm,lochouse,coassis,share,insight,cluster2,1
tv,preshouse,colight,share,opti,cluster2,0
secu,alert,colight,locally,insight,cluster0,1
tv,alert,micro,share,opti,cluster0,0
refr,preshouse,coassis,locally,reco,cluster0,0
hvac,opauto,cotv,remserv,opti,cluster0,0
refr,opauto,corefri,share,nothing,cluster0,0
alarm,preshouse,watch,share,insight,cluster0,0
assis,lochouse,cam,remserv,nothing,cluster0,0
tv,lochouse,cohvac,locally,nothing,cluster0,0
alarm,opauto,cowash,locally,opti,cluster0,0
secu,lochouse,cosecu,share,reco,cluster0,0
light,preshouse,locsens,remserv,reco,cluster0,0
wash,alert,coalarm,remserv,insight,cluster0,0
wash,preshouse,locsens,remserv,nothing,cluster0,0
tv,preshouse,watch,share,reco,cluster0,0
tv,opauto,cowash,locally,insight,cluster0,0
alarm,lochouse,cosecu,share,nothing,cluster0,1
assis,lochouse,cohvac,locally,opti,cluster0,1
light,preshouse,corefri,locally,nothing,cluster0,0
alarm,alert,colight,locally,reco,cluster0,0
hvac,alert,coalarm,remserv,reco,cluster0,0
assis,alert,micro,share,insight,cluster0,0
secu,lochouse,coassis,remserv,opti,cluster0,1
light,opauto,cam,share,opti,cluster0,0
refr,opauto,cotv,remserv,insight,cluster0,0
assis,lochouse,micro,locally,reco,cluster0,0
light,opauto,coassis,share,reco,cluster0,1
hvac,preshouse,cowash,share,opti,cluster0,0
hvac,opauto,coalarm,locally,nothing,cluster0,0
wash,alert,locsens,locally,opti,cluster0,0
light,preshouse,cam,locally,insight,cluster0,0
refr,opauto,cohvac,remserv,nothing,cluster0,1
wash,lochouse,colight,share,insight,cluster0,0
alarm,preshouse,cosecu,remserv,insight,cluster0,0
tv,alert,watch,remserv,opti,cluster0,0
secu,lochouse,corefri,remserv,reco,cluster0,0
assis,alert,cotv,share,nothing,cluster0,0
wash,lochouse,coassis,locally,reco,cluster2,0
secu,preshouse,micro,share,opti,cluster2,0
light,alert,cotv,remserv,opti,cluster2,1
alarm,opauto,cam,remserv,nothing,cluster2,0
hvac,opauto,cosecu,share,reco,cluster2,1
secu,opauto,cohvac,locally,nothing,cluster2,1
refr,alert,cowash,locally,opti,cluster2,0
tv,lochouse,locsens,remserv,reco,cluster2,0
refr,lochouse,watch,share,insight,cluster2,0
hvac,preshouse,colight,locally,insight,cluster2,1
assis,preshouse,coalarm,remserv,insight,cluster2,1
wash,alert,corefri,share,nothing,cluster2,0
tv,lochouse,corefri,remserv,opti,cluster3,1
wash,lochouse,micro,locally,opti,cluster3,1
wash,alert,cotv,share,insight,cluster3,1
light,opauto,watch,locally,insight,cluster3,0
assis,lochouse,locsens,share,nothing,cluster3,0
light,preshouse,coalarm,share,reco,cluster3,0
alarm,opauto,cohvac,remserv,insight,cluster3,0
assis,alert,cosecu,locally,reco,cluster3,0
hvac,opauto,coassis,share,opti,cluster3,0
refr,preshouse,colight,remserv,nothing,cluster3,1
secu,alert,cowash,remserv,reco,cluster3,1
hvac,preshouse,cam,locally,nothing,cluster3,0
wash,alert,watch,locally,reco,cluster2,1
refr,lochouse,cam,locally,opti,cluster2,0
tv,alert,cohvac,remserv,reco,cluster2,1
refr,alert,coassis,share,insight,cluster2,0
wash,lochouse,coalarm,share,nothing,cluster2,1
hvac,preshouse,cotv,share,reco,cluster2,0
secu,opauto,colight,share,opti,cluster2,1
alarm,preshouse,cowash,remserv,nothing,cluster2,0
secu,preshouse,locsens,locally,nothing,cluster2,1
light,lochouse,cosecu,remserv,opti,cluster2,1
hvac,opauto,micro,locally,insight,cluster2,1
assis,opauto,corefri,remserv,insight,cluster2,1
light,alert,coalarm,share,reco,cluster2,1
assis,opauto,cosecu,locally,reco,cluster2,1
hvac,alert,cam,locally,nothing,cluster2,0
assis,preshouse,locsens,share,nothing,cluster2,1
tv,preshouse,corefri,remserv,opti,cluster2,0
alarm,lochouse,cohvac,remserv,insight,cluster2,0
light,lochouse,watch,locally,insight,cluster2,1
secu,opauto,cowash,remserv,reco,cluster2,0
wash,preshouse,micro,locally,opti,cluster2,0
hvac,lochouse,coassis,share,opti,cluster2,0
refr,alert,colight,remserv,nothing,cluster2,1
wash,opauto,cotv,share,insight,cluster2,0
assis,alert,watch,share,reco,cluster2,1
tv,opauto,colight,locally,reco,cluster2,0
assis,lochouse,cowash,locally,insight,cluster2,0
tv,preshouse,cosecu,share,nothing,cluster2,0
refr,opauto,coalarm,remserv,reco,cluster2,1
hvac,alert,locsens,remserv,nothing,cluster2,1
light,preshouse,cohvac,locally,opti,cluster2,1
light,opauto,micro,share,insight,cluster2,0
wash,lochouse,cam,share,opti,cluster2,0
alarm,preshouse,coassis,remserv,opti,cluster2,1
secu,lochouse,cotv,remserv,insight,cluster2,0
wash,alert,corefri,locally,nothing,cluster2,1
secu,opauto,colight,locally,nothing,cluster3,1
alarm,opauto,watch,remserv,nothing,cluster3,1
tv,lochouse,micro,remserv,reco,cluster3,1
refr,lochouse,corefri,share,insight,cluster3,1
hvac,opauto,cohvac,share,reco,cluster3,1
assis,preshouse,cam,remserv,insight,cluster3,1
wash,alert,cowash,share,nothing,cluster3,1
refr,alert,coassis,locally,opti,cluster3,1
wash,lochouse,coalarm,locally,reco,cluster3,1
hvac,preshouse,cotv,locally,insight,cluster3,1
secu,preshouse,cosecu,share,opti,cluster3,1
light,alert,locsens,remserv,opti,cluster3,1
assis,alert,coalarm,locally,opti,cluster2,1
wash,opauto,corefri,remserv,nothing,cluster2,0
alarm,lochouse,cam,locally,reco,cluster2,0
secu,alert,micro,remserv,opti,cluster2,0
assis,lochouse,cowash,share,insight,cluster2,0
tv,opauto,colight,share,reco,cluster2,1
hvac,lochouse,cosecu,remserv,reco,cluster2,1
light,opauto,cotv,locally,nothing,cluster2,0
light,preshouse,cohvac,share,opti,cluster2,0
refr,preshouse,watch,remserv,insight,cluster2,0
tv,preshouse,locsens,locally,insight,cluster2,1
alarm,alert,coassis,share,nothing,cluster2,1
wash,preshouse,micro,remserv,opti,cluster3,0
alarm,lochouse,cohvac,share,opti,cluster3,1
secu,preshouse,coalarm,locally,opti,cluster3,1
hvac,opauto,cam,locally,reco,cluster3,0
light,lochouse,watch,remserv,insight,cluster3,1
secu,opauto,cowash,share,insight,cluster3,1
alarm,alert,cotv,locally,nothing,cluster3,1
assis,opauto,cosecu,remserv,reco,cluster3,1
hvac,preshouse,coassis,share,nothing,cluster3,0
refr,lochouse,locsens,locally,insight,cluster3,1
tv,alert,corefri,remserv,nothing,cluster3,1
refr,alert,colight,share,reco,cluster3,0
wash,alert,coalarm,remserv,opti,cluster2,1
hvac,alert,cohvac,share,nothing,cluster2,1
light,preshouse,locsens,remserv,insight,cluster2,1
refr,opauto,corefri,share,reco,cluster2,0
tv,opauto,micro,remserv,nothing,cluster2,0
alarm,preshouse,watch,share,opti,cluster2,0
secu,alert,colight,locally,opti,cluster2,1
assis,lochouse,cam,remserv,reco,cluster2,0
alarm,opauto,cowash,locally,nothing,cluster2,0
refr,preshouse,coassis,locally,insight,cluster2,0
secu,lochouse,cosecu,share,insight,cluster2,1
hvac,lochouse,cotv,locally,reco,cluster2,0
wash,lochouse,colight,locally,reco,cluster2,0
light,alert,coassis,remserv,opti,cluster2,0
assis,preshouse,cotv,remserv,insight,cluster2,1
alarm,opauto,locsens,remserv,nothing,cluster2,1
hvac,opauto,watch,share,reco,cluster2,0
secu,preshouse,cam,share,opti,cluster2,0
wash,alert,cosecu,share,nothing,cluster2,0
refr,lochouse,micro,share,insight,cluster2,0
tv,lochouse,coalarm,remserv,reco,cluster2,1
secu,opauto,corefri,locally,nothing,cluster2,1
hvac,preshouse,cowash,locally,insight,cluster2,0
refr,alert,cohvac,locally,opti,cluster2,1
secu,alert,corefri,share,reco,cluster2,0
tv,alert,cowash,locally,nothing,cluster2,1
secu,lochouse,coassis,locally,insight,cluster2,0
alarm,opauto,cosecu,share,insight,cluster2,0
refr,preshouse,cohvac,share,nothing,cluster2,0
alarm,preshouse,colight,locally,opti,cluster2,1
assis,alert,micro,remserv,nothing,cluster2,0
light,opauto,cam,remserv,reco,cluster2,0
tv,lochouse,watch,share,opti,cluster2,0
refr,opauto,cotv,locally,reco,cluster2,0
hvac,preshouse,coalarm,remserv,opti,cluster2,1
wash,lochouse,locsens,remserv,insight,cluster2,1
light,preshouse,coassis,remserv,opti,cluster0,0
assis,lochouse,cotv,remserv,insight,cluster0,0
refr,preshouse,cohvac,locally,opti,cluster0,0
tv,opauto,coalarm,remserv,reco,cluster0,0
wash,opauto,colight,locally,reco,cluster0,0
secu,lochouse,cam,share,opti,cluster0,0
secu,alert,corefri,locally,nothing,cluster0,0
refr,opauto,micro,share,insight,cluster0,0
wash,preshouse,cosecu,share,nothing,cluster0,0
hvac,alert,watch,share,reco,cluster0,1
hvac,lochouse,cowash,locally,insight,cluster0,0
alarm,alert,locsens,remserv,nothing,cluster0,0
secu,opauto,corefri,remserv,nothing,cluster2,0
light,lochouse,cam,locally,reco,cluster2,1
wash,opauto,colight,share,reco,cluster2,1
alarm,lochouse,cosecu,remserv,reco,cluster2,1
